Year,Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
1990,0.816,1.5719999999999998,-3.9360000000000004,-0.22899999999999998,-3.484,0.154976,-0.27,Down
1990,-0.27,0.816,1.5719999999999998,-3.9360000000000004,-0.22899999999999998,0.148574,-2.576,Down
1990,-2.576,-0.27,0.816,1.5719999999999998,-3.9360000000000004,0.1598375,3.514,Up
1990,3.514,-2.576,-0.27,0.816,1.5719999999999998,0.16163,0.7120000000000001,Up
1990,0.7120000000000001,3.514,-2.576,-0.27,0.816,0.153728,1.178,Up
1990,1.178,0.7120000000000001,3.514,-2.576,-0.27,0.154444,-1.3719999999999999,Down
1990,-1.3719999999999999,1.178,0.7120000000000001,3.514,-2.576,0.151722,0.807,Up
1990,0.807,-1.3719999999999999,1.178,0.7120000000000001,3.514,0.13230999999999998,0.040999999999999995,Up
1990,0.040999999999999995,0.807,-1.3719999999999999,1.178,0.7120000000000001,0.143972,1.253,Up
1990,1.253,0.040999999999999995,0.807,-1.3719999999999999,1.178,0.133635,-2.678,Down
1990,-2.678,1.253,0.040999999999999995,0.807,-1.3719999999999999,0.149024,-1.7930000000000001,Down
1990,-1.7930000000000001,-2.678,1.253,0.040999999999999995,0.807,0.13579000000000002,2.82,Up
1990,2.82,-1.7930000000000001,-2.678,1.253,0.040999999999999995,0.139898,4.022,Up
1990,4.022,2.82,-1.7930000000000001,-2.678,1.253,0.16434200000000002,0.75,Up
1990,0.75,4.022,2.82,-1.7930000000000001,-2.678,0.175648,-0.017,Down
1990,-0.017,0.75,4.022,2.82,-1.7930000000000001,0.16347,2.42,Up
1990,2.42,-0.017,0.75,4.022,2.82,0.172625,-1.225,Down
1990,-1.225,2.42,-0.017,0.75,4.022,0.168446,1.171,Up
1990,1.171,-1.225,2.42,-0.017,0.75,0.155292,-2.061,Down
1990,-2.061,1.171,-1.225,2.42,-0.017,0.14339200000000002,0.7290000000000001,Up
1990,0.7290000000000001,-2.061,1.171,-1.225,2.42,0.14055399999999998,0.11199999999999999,Up
1990,0.11199999999999999,0.7290000000000001,-2.061,1.171,-1.225,0.125075,2.48,Up
1990,2.48,0.11199999999999999,0.7290000000000001,-2.061,1.171,0.171604,-1.5519999999999998,Down
1990,-1.5519999999999998,2.48,0.11199999999999999,0.7290000000000001,-2.061,0.166956,-2.259,Down
1990,-2.259,-1.5519999999999998,2.48,0.11199999999999999,0.7290000000000001,0.171718,-2.428,Down
1990,-2.428,-2.259,-1.5519999999999998,2.48,0.11199999999999999,0.20981599999999997,-2.708,Down
1990,-2.708,-2.428,-2.259,-1.5519999999999998,2.48,0.192706,-2.292,Down
1990,-2.292,-2.708,-2.428,-2.259,-1.5519999999999998,0.148252,-4.978,Down
1990,-4.978,-2.292,-2.708,-2.428,-2.259,0.189858,3.5469999999999997,Up
1990,3.5469999999999997,-4.978,-2.292,-2.708,-2.428,0.127884,0.26,Up
1990,0.26,3.5469999999999997,-4.978,-2.292,-2.708,0.1157425,-2.032,Down
1990,-2.032,0.26,3.5469999999999997,-4.978,-2.292,0.123924,-1.739,Down
1990,-1.739,-2.032,0.26,3.5469999999999997,-4.978,0.149082,-1.693,Down
1990,-1.693,-1.739,-2.032,0.26,3.5469999999999997,0.17185599999999998,1.781,Up
1990,1.781,-1.693,-1.739,-2.032,0.26,0.16497,-3.682,Down
1990,-3.682,1.781,-1.693,-1.739,-2.032,0.156454,4.15,Up
1990,4.15,-3.682,1.781,-1.693,-1.739,0.18028,-2.487,Down
1990,-2.487,4.15,-3.682,1.781,-1.693,0.143978,2.343,Up
1990,2.343,-2.487,4.15,-3.682,1.781,0.154292,0.606,Up
1990,0.606,2.343,-2.487,4.15,-3.682,0.148006,1.077,Up
1990,1.077,0.606,2.343,-2.487,4.15,0.16355,-0.637,Down
1990,-0.637,1.077,0.606,2.343,-2.487,0.1265325,2.26,Up
1990,2.26,-0.637,1.077,0.606,2.343,0.151578,1.716,Up
1990,1.716,2.26,-0.637,1.077,0.606,0.197994,-0.284,Down
1990,-0.284,1.716,2.26,-0.637,1.077,0.155874,1.508,Up
1990,1.508,-0.284,1.716,2.26,-0.637,0.1767,-0.9129999999999999,Down
1990,-0.9129999999999999,1.508,-0.284,1.716,2.26,0.087465,-2.349,Down
1991,-2.349,-0.9129999999999999,1.508,-0.284,1.716,0.13067,-1.798,Down
1991,-1.798,-2.349,-0.9129999999999999,1.508,-0.284,0.142532,5.393,Up
1991,5.393,-1.798,-2.349,-0.9129999999999999,1.508,0.182248,1.156,Up
1991,1.156,5.393,-1.798,-2.349,-0.9129999999999999,0.179894,2.077,Up
1991,2.077,1.156,5.393,-1.798,-2.349,0.194998,4.751,Up
1991,4.751,2.077,1.156,5.393,-1.798,0.259656,2.702,Up
1991,2.702,4.751,2.077,1.156,5.393,0.23814000000000002,-0.924,Down
1991,-0.924,2.702,4.751,2.077,1.156,0.19377750000000002,1.318,Up
1991,1.318,-0.924,2.702,4.751,2.077,0.202784,1.209,Up
1991,1.209,1.318,-0.924,2.702,4.751,0.223946,-0.363,Down
1991,-0.363,1.209,1.318,-0.924,2.702,0.196752,-1.635,Down
1991,-1.635,-0.363,1.209,1.318,-0.924,0.17954,2.106,Up
1991,2.106,-1.635,-0.363,1.209,1.318,0.176305,0.037000000000000005,Up
1991,0.037000000000000005,2.106,-1.635,-0.363,1.209,0.186558,1.3430000000000002,Up
1991,1.3430000000000002,0.037000000000000005,2.106,-1.635,-0.363,0.174328,0.9990000000000001,Up
1991,0.9990000000000001,1.3430000000000002,0.037000000000000005,2.106,-1.635,0.20722800000000002,-1.348,Down
1991,-1.348,0.9990000000000001,1.3430000000000002,0.037000000000000005,2.106,0.164108,0.47,Up
1991,0.47,-1.348,0.9990000000000001,1.3430000000000002,0.037000000000000005,0.176646,-1.329,Down
1991,-1.329,0.47,-1.348,0.9990000000000001,1.3430000000000002,0.158566,-0.892,Down
1991,-0.892,-1.329,0.47,-1.348,0.9990000000000001,0.17185799999999998,1.37,Up
1991,1.37,-0.892,-1.329,0.47,-1.348,0.148632,3.2689999999999997,Up
1991,3.2689999999999997,1.37,-0.892,-1.329,0.47,0.20432,-2.668,Down
1991,-2.668,3.2689999999999997,1.37,-0.892,-1.329,0.175766,0.754,Up
1991,0.754,-2.668,3.2689999999999997,1.37,-0.892,0.153814,-1.188,Down
1991,-1.188,0.754,-2.668,3.2689999999999997,1.37,0.160632,-1.745,Down
1991,-1.745,-1.188,0.754,-2.668,3.2689999999999997,0.16153399999999998,0.787,Up
1991,0.787,-1.745,-1.188,0.754,-2.668,0.13381500000000002,1.649,Up
1991,1.649,0.787,-1.745,-1.188,0.754,0.160228,1.044,Up
1991,1.044,1.649,0.787,-1.745,-1.188,0.186366,-0.856,Down
1991,-0.856,1.044,1.649,0.787,-1.745,0.1483,1.641,Up
1991,1.641,-0.856,1.044,1.649,0.787,0.160944,-0.015,Down
1991,-0.015,1.641,-0.856,1.044,1.649,0.156472,-0.39799999999999996,Down
1991,-0.39799999999999996,-0.015,1.641,-0.856,1.044,0.16932,2.228,Up
1991,2.228,-0.39799999999999996,-0.015,1.641,-0.856,0.201852,0.32,Up
1991,0.32,2.228,-0.39799999999999996,-0.015,1.641,0.148544,-1.601,Down
1991,-1.601,0.32,2.228,-0.39799999999999996,-0.015,0.16001500000000002,-1.416,Down
1991,-1.416,-1.601,0.32,2.228,-0.39799999999999996,0.147308,1.129,Up
1991,1.129,-1.416,-1.601,0.32,2.228,0.189554,-0.521,Down
1991,-0.521,1.129,-1.416,-1.601,0.32,0.157968,-1.205,Down
1991,-1.205,-0.521,1.129,-1.416,-1.601,0.163018,0.052000000000000005,Up
1991,0.052000000000000005,-1.205,-0.521,1.129,-1.416,0.16507,2.897,Up
1991,2.897,0.052000000000000005,-1.205,-0.521,1.129,0.195832,-2.115,Down
1991,-2.115,2.897,0.052000000000000005,-1.205,-0.521,0.176008,1.8530000000000002,Up
1991,1.8530000000000002,-2.115,2.897,0.052000000000000005,-1.205,0.18706,0.401,Up
1991,0.401,1.8530000000000002,-2.115,2.897,0.052000000000000005,0.176786,-2.614,Down
1991,-2.614,0.401,1.8530000000000002,-2.115,2.897,0.19034600000000002,-1.694,Down
1991,-1.694,-2.614,0.401,1.8530000000000002,-2.115,0.21239,-0.245,Down
1991,-0.245,-1.694,-2.614,0.401,1.8530000000000002,0.15855750000000002,1.034,Up
1991,1.034,-0.245,-1.694,-2.614,0.401,0.18582200000000001,1.4169999999999998,Up
1991,1.4169999999999998,1.034,-0.245,-1.694,-2.614,0.19250599999999998,0.6679999999999999,Up
1991,0.6679999999999999,1.4169999999999998,1.034,-0.245,-1.694,0.214454,5.018,Up
1991,5.018,0.6679999999999999,1.4169999999999998,1.034,-0.245,0.17468,3.1689999999999996,Up
1992,3.1689999999999996,5.018,0.6679999999999999,1.4169999999999998,1.034,0.23113000000000003,-1.011,Down
1992,-1.011,3.1689999999999996,5.018,0.6679999999999999,1.4169999999999998,0.264644,0.9059999999999999,Up
1992,0.9059999999999999,-1.011,3.1689999999999996,5.018,0.6679999999999999,0.280922,-0.807,Down
1992,-0.807,0.9059999999999999,-1.011,3.1689999999999996,5.018,0.2152,-1.6130000000000002,Down
1992,-1.6130000000000002,-0.807,0.9059999999999999,-1.011,3.1689999999999996,0.21012199999999998,0.565,Up
1992,0.565,-1.6130000000000002,-0.807,0.9059999999999999,-1.011,0.23091599999999998,0.33799999999999997,Up
1992,0.33799999999999997,0.565,-1.6130000000000002,-0.807,0.9059999999999999,0.21332800000000002,-0.255,Down
1992,-0.255,0.33799999999999997,0.565,-1.6130000000000002,-0.807,0.24989250000000002,0.309,Up
1992,0.309,-0.255,0.33799999999999997,0.565,-1.6130000000000002,0.209364,-2.001,Down
1992,-2.001,0.309,-0.255,0.33799999999999997,0.565,0.19581800000000002,0.34600000000000003,Up
1992,0.34600000000000003,-2.001,0.309,-0.255,0.33799999999999997,0.18163800000000002,1.345,Up
1992,1.345,0.34600000000000003,-2.001,0.309,-0.255,0.195688,-1.896,Down
1992,-1.896,1.345,0.34600000000000003,-2.001,0.309,0.176834,-0.483,Down
1992,-0.483,-1.896,1.345,0.34600000000000003,-2.001,0.175334,0.682,Up
1992,0.682,-0.483,-1.896,1.345,0.34600000000000003,0.21307199999999998,2.906,Up
1992,2.906,0.682,-0.483,-1.896,1.345,0.2093025,-1.6869999999999998,Down
1992,-1.6869999999999998,2.906,0.682,-0.483,-1.896,0.212092,0.858,Up
1992,0.858,-1.6869999999999998,2.906,0.682,-0.483,0.193976,0.853,Up
1992,0.853,0.858,-1.6869999999999998,2.906,0.682,0.182548,-1.433,Down
1992,-1.433,0.853,0.858,-1.6869999999999998,2.906,0.181268,0.958,Up
1992,0.958,-1.433,0.853,0.858,-1.6869999999999998,0.173652,0.321,Up
1992,0.321,0.958,-1.433,0.853,0.858,0.1948125,-0.45,Down
1992,-0.45,0.321,0.958,-1.433,0.853,0.200526,-0.9,Down
1992,-0.9,-0.45,0.321,0.958,-1.433,0.18996,-1.486,Down
1992,-1.486,-0.9,-0.45,0.321,0.958,0.20906,-0.054000000000000006,Down
1992,-0.054000000000000006,-1.486,-0.9,-0.45,0.321,0.177964,2.062,Up
1992,2.062,-0.054000000000000006,-1.486,-0.9,-0.45,0.20168250000000001,0.6920000000000001,Up
1992,0.6920000000000001,2.062,-0.054000000000000006,-1.486,-0.9,0.19735,0.24100000000000002,Up
1992,0.24100000000000002,0.6920000000000001,2.062,-0.054000000000000006,-1.486,0.190004,-0.9670000000000001,Down
1992,-0.9670000000000001,0.24100000000000002,0.6920000000000001,2.062,-0.054000000000000006,0.173812,3.0639999999999996,Up
1992,3.0639999999999996,-0.9670000000000001,0.24100000000000002,0.6920000000000001,2.062,0.204988,-1.256,Down
1992,-1.256,3.0639999999999996,-0.9670000000000001,0.24100000000000002,0.6920000000000001,0.17515,0.24600000000000002,Up
1992,0.24600000000000002,-1.256,3.0639999999999996,-0.9670000000000001,0.24100000000000002,0.16910999999999998,-1.205,Down
1992,-1.205,0.24600000000000002,-1.256,3.0639999999999996,-0.9670000000000001,0.179974,-0.002,Down
1992,-0.002,-1.205,0.24600000000000002,-1.256,3.0639999999999996,0.174234,0.54,Up
